region,preproc,model,thresh,score
MLd,surprise,sepnl_dists,0.00,0.171421
MLd,surprise,sepnl_dists,0.25,0.148333
MLd,surprise,sepnl_dists,0.50,0.164112
MLd,surprise,sepnl_dists,0.75,0.169851
MLd,surprise,sepnl_dists,1.00,0.149751
MLd,surprise,poisson,0.00,0.226493
MLd,surprise,poisson,0.25,0.225682
MLd,surprise,poisson,0.50,0.206725
MLd,surprise,poisson,0.75,0.261758
MLd,surprise,poisson,1.00,0.153722
MLd,surprise,binomial,0.00,0.165146
MLd,surprise,binomial,0.25,0.163151
MLd,surprise,binomial,0.50,0.153250
MLd,surprise,binomial,0.75,0.174247
MLd,surprise,binomial,1.00,0.185268
MLd,surprise,leglm,0.00,0.284472
MLd,surprise,leglm,0.25,0.271656
MLd,surprise,leglm,0.50,0.260857
MLd,surprise,leglm,0.75,0.289994
MLd,surprise,leglm,1.00,0.186898
OV,rawspectrogram,linear,0.00,0.449562
OV,rawspectrogram,linear,0.25,0.457464
OV,rawspectrogram,linear,0.50,0.533733
OV,rawspectrogram,linear,0.75,0.540420
OV,rawspectrogram,linear,1.00,0.537098
OV,rawspectrogram,sepnl_spline,0.00,0.532220
OV,rawspectrogram,sepnl_spline,0.25,0.529716
OV,rawspectrogram,sepnl_spline,0.50,0.536763
OV,rawspectrogram,sepnl_spline,0.75,0.515809
OV,rawspectrogram,sepnl_spline,1.00,0.558492
OV,rawspectrogram,sepnl_dists,0.00,0.536096
OV,rawspectrogram,sepnl_dists,0.25,0.536913
OV,rawspectrogram,sepnl_dists,0.50,0.545531
OV,rawspectrogram,sepnl_dists,0.75,0.554666
OV,rawspectrogram,sepnl_dists,1.00,0.555704
OV,rawspectrogram,poisson,0.00,0.504495
OV,rawspectrogram,poisson,0.25,0.504794
OV,rawspectrogram,poisson,0.50,0.540502
OV,rawspectrogram,poisson,0.75,0.546815
OV,rawspectrogram,poisson,1.00,0.543389
OV,rawspectrogram,binomial,0.00,0.419618
OV,rawspectrogram,binomial,0.25,0.424462
OV,rawspectrogram,binomial,0.50,0.497032
OV,rawspectrogram,binomial,0.75,0.541627
OV,rawspectrogram,binomial,1.00,0.542121
OV,rawspectrogram,leglm,0.00,0.544511
OV,rawspectrogram,leglm,0.25,0.546027
OV,rawspectrogram,leglm,0.50,0.545888
OV,rawspectrogram,leglm,0.75,0.552070
OV,rawspectrogram,leglm,1.00,0.543483
OV,lyons,linear,0.00,0.500136
OV,lyons,linear,0.25,0.609093
OV,lyons,linear,0.50,0.631937
OV,lyons,linear,0.75,0.638613
OV,lyons,linear,1.00,0.625281
OV,lyons,sepnl_spline,0.00,0.604983
OV,lyons,sepnl_spline,0.25,0.640234
OV,lyons,sepnl_spline,0.50,0.643592
OV,lyons,sepnl_spline,0.75,0.651691
OV,lyons,sepnl_spline,1.00,0.639336
OV,lyons,sepnl_dists,0.00,0.519379
OV,lyons,sepnl_dists,0.25,0.625936
OV,lyons,sepnl_dists,0.50,0.640409
OV,lyons,sepnl_dists,0.75,0.648834
OV,lyons,sepnl_dists,1.00,0.637929
OV,lyons,poisson,0.00,0.608134
OV,lyons,poisson,0.25,0.625322
OV,lyons,poisson,0.50,0.632091
OV,lyons,poisson,0.75,0.644223
OV,lyons,poisson,1.00,0.640671
OV,lyons,binomial,0.00,0.445115
OV,lyons,binomial,0.25,0.479133
OV,lyons,binomial,0.50,0.615024
OV,lyons,binomial,0.75,0.648699
OV,lyons,binomial,1.00,0.650408
OV,lyons,leglm,0.00,0.658726
OV,lyons,leglm,0.25,0.654087
OV,lyons,leglm,0.50,0.661766
OV,lyons,leglm,0.75,0.663674
OV,lyons,leglm,1.00,0.657950
OV,surprise,linear,0.00,0.545407
OV,surprise,linear,0.25,0.544297
OV,surprise,linear,0.50,0.543192
OV,surprise,linear,0.75,0.546749
OV,surprise,linear,1.00,0.564942
OV,surprise,sepnl_spline,0.00,0.548001
OV,surprise,sepnl_spline,0.25,0.543565
OV,surprise,sepnl_spline,0.50,0.541172
OV,surprise,sepnl_spline,0.75,0.545525
OV,surprise,sepnl_spline,1.00,0.568366
OV,surprise,sepnl_dists,0.00,0.549223
OV,surprise,sepnl_dists,0.25,0.549586
OV,surprise,sepnl_dists,0.50,0.540738
OV,surprise,sepnl_dists,0.75,0.544259
OV,surprise,sepnl_dists,1.00,0.564731
OV,surprise,poisson,0.00,0.574842
OV,surprise,poisson,0.25,0.573707
OV,surprise,poisson,0.50,0.578164
OV,surprise,poisson,0.75,0.580757
OV,surprise,poisson,1.00,0.554671
OV,surprise,binomial,0.00,0.440293
OV,surprise,binomial,0.25,0.432620
OV,surprise,binomial,0.50,0.446453
OV,surprise,binomial,0.75,0.501792
OV,surprise,binomial,1.00,0.562434
OV,surprise,leglm,0.00,0.586176
OV,surprise,leglm,0.25,0.584333
OV,surprise,leglm,0.50,0.586029
OV,surprise,leglm,0.75,0.582255
OV,surprise,leglm,1.00,0.567523
CM,rawspectrogram,linear,0.00,0.462703
CM,rawspectrogram,linear,0.25,0.471468
CM,rawspectrogram,linear,0.50,0.460423
CM,rawspectrogram,linear,0.75,0.459228
CM,rawspectrogram,linear,1.00,0.451906
CM,rawspectrogram,sepnl_spline,0.00,0.538535
CM,rawspectrogram,sepnl_spline,0.25,0.532450
CM,rawspectrogram,sepnl_spline,0.50,0.545201
CM,rawspectrogram,sepnl_spline,0.75,0.546012
CM,rawspectrogram,sepnl_spline,1.00,0.551043
CM,rawspectrogram,sepnl_dists,0.00,0.538532
CM,rawspectrogram,sepnl_dists,0.25,0.551635
CM,rawspectrogram,sepnl_dists,0.50,0.549581
CM,rawspectrogram,sepnl_dists,0.75,0.551404
CM,rawspectrogram,sepnl_dists,1.00,0.554909
CM,rawspectrogram,poisson,0.00,0.109711
CM,rawspectrogram,poisson,0.25,0.111165
CM,rawspectrogram,poisson,0.50,0.418536
CM,rawspectrogram,poisson,0.75,0.520866
CM,rawspectrogram,poisson,1.00,0.523354
CM,rawspectrogram,binomial,0.00,0.142583
CM,rawspectrogram,binomial,0.25,0.196941
CM,rawspectrogram,binomial,0.50,0.409170
CM,rawspectrogram,binomial,0.75,0.521236
CM,rawspectrogram,binomial,1.00,0.531692
CM,rawspectrogram,leglm,0.00,0.165415
CM,rawspectrogram,leglm,0.25,0.287483
CM,rawspectrogram,leglm,0.50,0.478298
CM,rawspectrogram,leglm,0.75,0.538133
CM,rawspectrogram,leglm,1.00,0.533463
CM,lyons,linear,0.00,0.533296
CM,lyons,linear,0.25,0.538861
CM,lyons,linear,0.50,0.537113
CM,lyons,linear,0.75,0.525383
CM,lyons,linear,1.00,0.495925
CM,lyons,sepnl_spline,0.00,0.582108
CM,lyons,sepnl_spline,0.25,0.589483
CM,lyons,sepnl_spline,0.50,0.574411
CM,lyons,sepnl_spline,0.75,0.577836
CM,lyons,sepnl_spline,1.00,0.540358
CM,lyons,sepnl_dists,0.00,0.566493
CM,lyons,sepnl_dists,0.25,0.584272
CM,lyons,sepnl_dists,0.50,0.585558
CM,lyons,sepnl_dists,0.75,0.569684
CM,lyons,sepnl_dists,1.00,0.535368
CM,lyons,poisson,0.00,0.105606
CM,lyons,poisson,0.25,0.136646
CM,lyons,poisson,0.50,0.230003
CM,lyons,poisson,0.75,0.560646
CM,lyons,poisson,1.00,0.536290
CM,lyons,binomial,0.00,0.172048
CM,lyons,binomial,0.25,0.130814
CM,lyons,binomial,0.50,0.140821
CM,lyons,binomial,0.75,0.558183
CM,lyons,binomial,1.00,0.560056
CM,lyons,leglm,0.00,0.140764
CM,lyons,leglm,0.25,0.213869
CM,lyons,leglm,0.50,0.317756
CM,lyons,leglm,0.75,0.577652
CM,lyons,leglm,1.00,0.549597
CM,surprise,linear,0.00,0.535828
CM,surprise,linear,0.25,0.534906
CM,surprise,linear,0.50,0.533703
CM,surprise,linear,0.75,0.536246
CM,surprise,linear,1.00,0.537325
CM,surprise,sepnl_spline,0.00,0.539104
CM,surprise,sepnl_spline,0.25,0.520956
CM,surprise,sepnl_spline,0.50,0.542300
CM,surprise,sepnl_spline,0.75,0.547018
CM,surprise,sepnl_spline,1.00,0.548292
CM,surprise,sepnl_dists,0.00,0.476053
CM,surprise,sepnl_dists,0.25,0.476314
CM,surprise,sepnl_dists,0.50,0.479848
CM,surprise,sepnl_dists,0.75,0.517875
CM,surprise,sepnl_dists,1.00,0.493840
CM,surprise,poisson,0.00,0.518645
CM,surprise,poisson,0.25,0.525225
CM,surprise,poisson,0.50,0.522918
CM,surprise,poisson,0.75,0.499002
CM,surprise,poisson,1.00,0.443636
CM,surprise,binomial,0.00,0.442862
CM,surprise,binomial,0.25,0.447841
CM,surprise,binomial,0.50,0.471714
CM,surprise,binomial,0.75,0.526036
CM,surprise,binomial,1.00,0.520817
CM,surprise,leglm,0.00,0.600940
CM,surprise,leglm,0.25,0.608759
CM,surprise,leglm,0.50,0.604344
CM,surprise,leglm,0.75,0.592319
CM,surprise,leglm,1.00,0.490283
