gg0304_8_A,MLd,52.478500
pupi0414_6,OV,17.633300
publu0717_9_B,L,40.847700
blublu4142_1_A,MLd,48.806900
gr0965_2,OV,16.636000
gg0304_8_B,L,42.007300
yy1617_5_A,MLd,47.584200
blahp9904_8,OV,16.397300
ww1211_2_B,L,42.429300
pupu1203_3_A,MLd,50.916100
obla1305_6,OV,16.509100
blabla0713_2_B,L,40.451800
pupu0333_3_A,MLd,53.747100
blugr1612_2,OV,15.364600
publu0717_3_B,L,40.465000
oo1712_5_A,MLd,46.835000
pupi0414_7,OV,15.774000
yg0616_8_B,L,39.945800
pipu1018_10_A,MLd,44.859500
pupi0414_3,OV,15.116500
pupu0607_5_B,L,38.217400
lghp1616_5_A,MLd,48.186000
pupu2122_5_A,L,43.666700
oo1415_6_A,MLd,46.514300
oo1415_5_B,L,37.901800
blabla1904_3_A,MLd,47.154800
rr3637_2_B,L,41.062200
oo1415_5_A,MLd,42.678600
blabla1515_4_B,L,34.905100
blabla1904_4_A,MLd,50.338700
pupu2122_3_A,L,36.931500
pupu0606_3_A,MLd,41.832300
yg0331_9_B,L,36.127200
gg0318_1_A,MLd,43.270200
yy2728_7_A,L,37.150900
pipu1018_9_A,MLd,38.502000
yy0203_5_B,L,49.507800
blabla1904_2_A,MLd,46.564100
yg0111_5_B,L,36.003400
oo1712_2_A,MLd,34.464600
lghp1616_7_B,L,36.582500
gg0318_3_A,MLd,36.905100
blabla0903_2_A,L,33.960900
blabla0713_3_A,MLd,34.876100
lghp1616_8_B,L,36.789600
yg0331_6_A,MLd,35.229100
rr3637_3_A,L,36.106800
lghp1616_7_A,MLd,33.415200
yy0203_6_B,L,34.604700
lghp1616_4_A,MLd,31.831300
lghp1616_9_B,L,31.853900
pupu0333_2_A,MLd,33.727400
oo1010_3_B,L,33.984400
yy1617_2_A,MLd,33.827900
blabla0903_3_B,L,30.759000
oo1415_4_A,MLd,32.160300
rr1416_4_B,L,37.700900
pipu0617_7_A,MLd,33.339800
blabla0903_3_A,L,31.348800
publu0717_6_A,MLd,32.244300
lghp1616_6_B,L,33.130500
gg0304_15_A,MLd,30.836900
blabla1515_3_B,L,30.170000
pipu1018_7_A,MLd,29.896700
pipu1018_11_B,L,40.437300
publu0717_5_A,MLd,31.583100
blabla1515_8_B,L,31.761200
publu0717_4_A,MLd,29.967200
pipu0617_3_B,L,27.617200
blublu0809_4_A,MLd,29.343800
pipu0617_10_B,L,28.071000
publu0717_9_A,MLd,28.913100
rr1416_2_B,L,29.001000
blabla1515_7_A,MLd,29.485500
pipu1018_1_B,L,27.782200
oo1712_4_A,MLd,29.404700
gg0304_9_B,L,30.457100
lghp1616_8_A,MLd,28.686000
rr1416_5_B,L,27.275500
pipu1018_8_A,MLd,28.441300
oo1712_3_B,L,29.540800
blublu0916_4_A,MLd,29.512000
blublu4142_5_B,L,27.657100
gg0116_3_A,MLd,26.737400
rr3637_1_B,L,32.344900
oo1920_4_A,MLd,30.712900
blabla0713_6_B,L,24.961800
oo1920_3_A,MLd,28.283200
blabla0713_5_B,L,23.497700
gg0318_4_A,MLd,32.165000
lghp1616_4_B,L,25.181700
oo1920_7_A,MLd,30.912200
blublu4546_2_B,L,30.154500
oo1415_3_A,MLd,28.538600
yg0111_3_B,L,24.253400
blublu0809_1_A,MLd,30.110900
pupu0607_3_A,L,23.883700
pupu0606_2_A,MLd,28.570900
yg0331_3_B,L,24.271500
rr3334_3_A,MLd,26.531800
oo1010_4_B,L,24.933500
yg0331_3_A,MLd,25.790400
pipu0617_5_B,L,22.464200
publu0717_8_A,MLd,25.424600
yy1617_2_B,L,25.491300
pipu1018_5_A,MLd,24.369500
blublu4142_3_B,L,23.548900
gg0304_6_A,MLd,27.342700
pipu1018_6_B,L,21.252700
oo0909_6_A,MLd,24.827400
pupu1203_3_B,L,22.968100
pipu0617_6_A,MLd,25.462100
pupu0607_4_B,L,23.634900
pupu0606_4_A,MLd,27.438200
lghp1616_5_B,L,23.257700
gg0304_12_A,MLd,22.581600
blublu0809_3_B,L,22.031700
pipu0617_10_A,MLd,21.855400
gg1114_5_B,L,23.979800
oo1712_7_A,MLd,23.570900
oo1415_6_B,L,21.708800
rr3334_4_A,MLd,26.305800
blabla1515_5_B,L,21.648300
pipu0617_3_A,MLd,22.674000
oo2015_6_B,L,21.111900
blabla1819_1_A,MLd,21.540300
pipu0617_8_B,L,20.973700
oo1010_4_A,MLd,21.513700
oo1920_7_B,L,22.239300
oo0108_3_A,MLd,24.634500
yy0203_4_B,L,35.026300
yg0331_7_A,MLd,23.489800
pupu0511_5_A,L,21.380200
pupu0333_5_A,MLd,23.896300
blublu9394_3_B,L,20.629700
oo1920_9_A,MLd,25.059500
yy2728_4_A,L,19.594400
pipu0617_8_A,MLd,21.284200
yg0616_9_B,L,17.948800
blabla1515_6_A,MLd,24.978200
yg0331_2_B,L,17.782500
yg0331_8_A,MLd,20.400100
yg0331_10_B,L,18.036000
oo1920_5_A,MLd,24.236900
blublu0809_4_B,L,17.640400
oo1010_3_A,MLd,24.461400
yg0616_10_B,L,16.838800
pipu1018_6_A,MLd,20.923100
oo1712_8_B,L,19.234900
yg0331_4_A,MLd,20.331100
pipu0617_9_B,L,17.446900
yg0331_1_A,MLd,23.996000
yg0111_10_B,L,16.179300
publu0717_10_A,MLd,20.202800
ww1211_5_A,L,21.577900
oo1920_10_A,MLd,20.593400
pipu0617_4_B,L,16.277800
publu0717_7_A,MLd,21.395900
blublu9394_2_B,L,17.935100
pupu1203_5_A,MLd,21.813900
publu0717_7_B,L,18.419900
blublu0809_3_A,MLd,18.074300
yg0331_9_A,MLd,18.166800
pipu1018_4_A,MLd,17.599200
blabla0713_1_A,MLd,17.616400
pipu1018_11_A,MLd,16.805400
oo1415_2_A,MLd,22.781200
gg0304_11_A,MLd,17.476900
blabla1515_4_A,MLd,17.718100
pupu0333_4_A,MLd,16.840600
blublu0809_2_A,MLd,18.818200
